Item No	Item Description	Inventory UoM	catno	stkmaintain	active	Warehouse	MIN	MAX	ROL	ROQ	LT	SHP
MTPNM0001088	PNEUMATIC -     ELBOW  TUBE 14 MM X 3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001089	PNEUMATIC -     ELBOW  TUBE 6 MM X 1/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001090	PNEUMATIC -     ELBOW  TUBE 6 MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001091	PNEUMATIC -    TUBE 10 MM X 3/4 ''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001092	PNEUMATIC -   TUBE 10 MM X 5/8 ''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001093	PNEUMATIC -   TUBE 12 MM X 3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001094	PNEUMATIC -    TUBE 6 MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001095	PNEUMATIC -    TUBE 8 MM X 1/2''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001096	PNEUMATIC -    TUBE 8 MM X 1/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001097	PNEUMATIC -    TUBE 8 MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001098	PNEUMATIC -  TUBE 8 MM X 3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001099	PNEUMATIC -    TUBE 8 MM X 5/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001100	PNEUMATIC -   BRASS NIPALE  5/8 '' X 1/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001101	PNEUMATIC -   CF CONNECTOR  12X 12X 10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001102	PNEUMATIC -   CONTROLABLE  ELBOW  TUBE 10 MM X 5/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001103	PNEUMATIC -   CONTROLABLE  ELBOW  TUBE 6 MM X 3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001104	PNEUMATIC -  CONTROLABLE  ELBOW  TUBE 8 MM X 1/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001105	PNEUMATIC -   TUBE 8 MM X 1/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001106	PNEUMATIC -  CONTROLABLE  ELBOW  TUBE 8 MM X 3/4''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001107	PNEUMATIC -   CONTROLABLE  ELBOW  TUBE 8 MM X 3/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001108	PNEUMATIC -   CONTROLABLE  ELBOW  TUBE 8 MM X 5/8''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001109	PNEUMATIC -  CONTROLABLE  ELBOW  TUBE 810MM X 1/2''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001110	"""""PNEUMATIC - CONTROLABLE ELBOW TUBE  6MM X 3/4 """""""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001111	PNEUMATIC -  ELBOW TUBE 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001116	PNEUMATIC - REDUCER SOCKET  10 MM X 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001117	PNEUMATIC - REDUSING  SOCKET  14 MM X 12 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001118	"PNEUMATIC - ONE TOUCH IN FITTING  SILENCER 1/2"""""""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001125	PNEUMATIC - FITTING  TUBE 6MM X1/2''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001126	PNEUMATIC - FITTING TUBE 8 MM X  5/6''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001127	PNEUMATIC -CYLINDER  DEB 100 N  75-10 BAR	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001128	PNEUMATIC - CYLINDER DOUBLE  DEB 63 X 100(AUTO CORE CUTTER)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001129	PNEUMATIC -  CYLINDER SC50 X 100   WITH MOUNT	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001130	PNEUMATIC -  HOSE  (12MM)	METTER	7	1	1	1	0	0	0		7	30
MTPNM0001133	PNEUMATIC - PNEUMATIC SEAL  103X 125 X 10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001134	PNEUMATIC - PNEUMATIC SEAL  13042 /13020 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001135	PNEUMATIC - PNEUMATIC SEAL  15 X 22 X 6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001136	PNEUMATIC - PNEUMATIC SEAL  20 X 35 X 7 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001137	PNEUMATIC - PNEUMATIC SEAL  24 X 37 X 10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001138	PNEUMATIC - PNEUMATIC SEAL  25 / 38 / 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001139	PNEUMATIC - PNEUMATIC SEAL  25 /33/6MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001141	PNEUMATIC - PNEUMATIC SEAL  25 X 35 X 7 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001142	PNEUMATIC - PNEUMATIC SEAL  30 /50/10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001143	PNEUMATIC - PNEUMATIC SEAL  35 / 46 / 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001144	PNEUMATIC - PNEUMATIC SEAL  35 X 50 X 6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001145	PNEUMATIC - PNEUMATIC SEAL  38X 52 X 09 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001146	PNEUMATIC - PNEUMATIC SEAL  40 /49 / 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001147	PNEUMATIC - PNEUMATIC SEAL  40 X 50 X 11 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001148	PNEUMATIC - PNEUMATIC SEAL  40 X 50 X 6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001149	PNEUMATIC - PNEUMATIC SEAL  40/ 49 /6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001150	PNEUMATIC - PNEUMATIC SEAL  40/50/11 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001151	PNEUMATIC - PNEUMATIC SEAL  45X 58X 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001152	PNEUMATIC - PNEUMATIC SEAL  50 /65 / 8 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001153	PNEUMATIC - PNEUMATIC SEAL  52/ 63 /6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001154	PNEUMATIC - PNEUMATIC SEAL  60 X 70 X 5 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001155	PNEUMATIC - PNEUMATIC SEAL  72 X 100 X 13 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001156	PNEUMATIC - PNEUMATIC SEAL  80 X 100 X 10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001157	PNEUMATIC - PNEUMATIC SEAL  86 /100 /9 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001158	PNEUMATIC - PNEUMATIC SEAL  90 / 100 / 12 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001159	PNEUMATIC - PNEUMATIC SEAL  95 X 125 X 15 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001160	PNEUMATIC - PNEUMATIC SEAL  97 X 125 X 11 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001161	PNEUMATIC - PNEUMATIC SEAL  LY  030 / 53 / 10	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001162	PNEUMATIC - PNEUMATIC SEAL  TC 19 X 35 X 7 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001163	PNEUMATIC - PNEUMATIC SEAL  TC 25 /42 /10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001164	PNEUMATIC - PNEUMATIC SEAL  TC 25 /42 /10 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001165	PNEUMATIC - PNEUMATIC SEAL  TC 55 / 85/10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001166	PNEUMATIC - PNEUMATIC SEAL  UN 53/63/6 MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001167	PNEUMATIC - PNEUMATIC SEAL KIT MODEL - SC 50 X 150 - S	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001168	PNEUMATIC - PNEUMATIC VALVE  TYPE XQ 230622	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001169	PNEUMATIC - PNEUMATIC VALVE  TYPE XQ 250622	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001170	PNEUMATIC - PNUMATIC CONTROLLER  1176  12 MM X 12	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001175	PNEUMATIC - PREASURE SWICH  MODEL NO - PD -3P4- W	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001176	PNEUMATIC - (FLOW CONTROLER)  (1/4''X6MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001177	PNEUMATIC -  (FLOW CONTROLER)  (1/4''X8MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001178	PNEUMATIC -  (FLOW CONTROLER)  (1/8''X6MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001179	PNEUMATIC -(FLOW CONTROLER)  (3/8''X6MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001180	PNEUMATIC -  (FLOW CONTROLER)  (3/8''X8MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001181	PNEUMATIC -  (FLOW CONTROLER)  (3/8''X10MM TUBE)	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001182	PNEUMATIC - SEPARATOR  MOISTURE 12 BAR /40 SCFM / 0.5 BSB	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001183	PNEUMATIC - SERVICE UNIT  BFR 4000	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001184	PNEUMATIC - SERVICE UNIT  BL 4000	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001185	PNEUMATIC - SOCKET  TEE  8 mm  ''	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001186	PNEUMATIC - SOLANOIDE COIL  EMC MODEL VC-B2 220	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001187	PNEUMATIC - SQC STRAIGHT (MALE ) FITTING  ( 1/8''X6MM TUBE )	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001188	"""""PNEUMATIC - STUD CONNECTER  5/8"""" X 10 MM"""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001189	PNEUMATIC - SWITCH  PRESSURE 250 V - 16 AMP	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001190	PNEUMATIC - VALVE  DOUBLE SOLENOID  3 SPM DSV 5-15-0.5 '' / 2.5 8 KG 1SQM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001191	PNEUMATIC - VALVE BOLL  1 1/2'' BRASS	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001192	PNEUMATIC - VALVE BOLL  1/2'' BRASS	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001193	PNEUMATIC - VALVE BOLL  3/4'' BRASS	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001194	PNEUMATIC - VALVE BOLL  3/8'' BRASS	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001195	PNEUMATIC - VALVE FLOW CONTROL 3/8'' THREAD X 6 mm HOSE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001196	PNEUMATIC - VALVE FLOW CONTROL 3/8'' THREAD X 8 mm HOSE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001197	PNEUMATIC - VALVE FLOW CONTROL 5/8'' THREAD X 10 mm HOSE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001198	PNEUMATIC - VALVE FLOW CONTROL 5/8'' THREAD X 6 mm HOSE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001200	PNEUMATIC - VALVE HAND LEVER  HVM403	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001201	PNEUMATIC - VALVE PNEUMATIC   MFH 3 - 1/4  9964 - B 723PNCL	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001202	PNEUMATIC - VALVE SOLENOID 3/8'' QE-803	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001297	PNEUMATIC - AIR SERVICE UNIT LUBRICATOR  NL-400-03	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001298	"PNEUMATIC - FLOW CONTROLER 1/2""X12MM"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001299	"PNEUMATIC - FLOW CONTROLER 1/2""X12MM"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001300	PNEUMATIC - GRASE NIPAL	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001301	"PNEUMATIC -  ELBOW TUBE 10MMX1/4"""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001302	"PNEUMATIC - ELBOW TUBE 8MMX1/4"""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001303	PNEUMATIC - PLANE SHOCKET 6MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001304	PNEUMATIC - REDUSING SHOCKET 12MMX10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001305	PNEUMATIC - REDUSING SHOCKET 12MMX8MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001306	PNEUMATIC - REDUSING SHOCKET 6MMX10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001307	PNEUMATIC -  REDUSING SHOCKET 6MMX8MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001308	PNEUMATIC -  STUD CONECTING ELBOW 1/2X10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001314	"PNEUMATIC -  STUD CONECTING ELBOW 1/2""x6mm"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001319	PNEUMATIC -  STUD CONECTOR 1/4X14MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001320	PNEUMATIC -  STUD CONECTOR 1/8X12MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001321	PNEUMATIC -  STUD CONECTOR 1/8X12MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001328	PNEUMATIC - PNEUMATIC HOSE 4MM	METTER	7	1	1	1	0	0	0		7	30
MTPNM0001329	PNEUMATIC - PNEUMATIC SEAL 15MMX35MMX7MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001330	PNEUMATIC - PNEUMATIC SEAL 23MMX28MMX4.5MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001331	PNEUMATIC - PNEUMATIC SEAL 30MMX53MMX10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001332	PNEUMATIC - PNEUMATIC SEAL 47MMX84MMX12MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001333	PNEUMATIC - PNEUMATIC SEAL 50MMX68MMX10MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001334	PNEUMATIC - PNEUMATIC SEAL 80MMX100MMX12MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001335	PNEUMATIC - PNEUMATIC SEAL 80MMX105MMX13MM	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001337	"PNEUMATIC - STUD Y CONECTOR 1/4""X8MM"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001340	"PNEUMATIC - PNUMATIC NON RETURN AIR VALUE 1/4"""	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001348	"PNEUMATIC - QSC STUD CONEVTOR FEMALE 1/4""X10MM"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001660	"PNEUMATIC - PNUEMATIC SOCKET 3/4""X10MM"	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001677	PNEUMATIC - STUD CANECTOR 3/8 X 10MM 	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001808	 STUD CONNECTOR 1/2 X 8 mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001814	REDUCER 14 X 12	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001816	STUD CONNECTOR 3/4 X 14mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001817	PLAIN SOCKET 12mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001818	1/4 NON RETURN AIRVALVE	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001821	PLAIN SOCKET 6mm	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001822	REDUSING SOCKET 3/4 X 1/2	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001823	STUD CONNECTOR 3/8 x 10m	NOS	7	1	1	1	0	0	0		7	30
MTPNM0001079	PNEUMATIC - HOSE  PNEUMATIC  10 MM X 6.5 MM - WHITE	FEET	7	1	1	1	0	0	0		7	30
MTGEN0000507	GENARAL - PVC  CONDUIT   20 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000508	GENARAL - PVC  CONDUT SOCKET   16 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000509	GENARAL - PVC  CONDUT SOCKET   25 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000510	GENARAL - PVC  ELBOW  DOWN PIPE  110 MM	NOS	8	1	1	1	2	4	3	1	7	30
MTGEN0000511	GENARAL - PVC BALL VALVE   3/4 ''	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000512	GENARAL - PVC BALL VALVE  1 ''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000513	GENARAL - PVC BALL VALVE  1 1/2''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000514	GENARAL - PVC BEND   2 ''	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000515	GENARAL - PVC BEND   20 MM  1000 TYPE	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000516	GENARAL - PVC BEND   25 MM  1000 TYPE	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000517	"GENARAL - PVC BEND   32 MM  GENARAL 1"""	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000518	GENARAL - PVC BEND   63 MM 1000 TYPE	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000519	GENARAL - PVC BEND   75 MM  1000 TYPE	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000521	GENARAL - PVC BOLL VALVE   2 ''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000522	GENARAL - PVC BOLL VALVE  1/2 ''	NOS	8	1	1	1	8	10	9	1	7	30
MTGEN0000523	GENARAL - PVC BOLL VALVE  3 ''	NOS	8	1	1	1	2	5	3	2	7	30
MTGEN0000524	GENARAL - PVC CLIP  25 MM / 3/4 ''	NOS	8	1	1	1	40	75	50	25	7	30
MTGEN0000525	"GENARAL - PVC CLIP  32 MM 1"""	NOS	8	1	1	1	40	75	50	25	7	30
MTGEN0000526	GENARAL - PVC CLIP  50 MM / 1 1/2 ''	NOS	8	1	1	1	40	75	50	25	7	30
MTGEN0000527	GENARAL - PVC CONDUTE    25 MM	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000528	GENARAL - PVC CONDUTE    TEE  32 MM	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000529	"GENARAL - PVC CONDUTE  CLIP  16 MM 1/2"""	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000530	GENARAL - PVC CONDUTE SOCKET  1 ''	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000532	GENARAL - PVC ELBOW   20 MM	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000533	GENARAL - PVC ELBOW   25 MM	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000534	"GENARAL - PVC ELBOW   32 MM 1"""	NOS	8	1	1	1	10	20	12	8	7	30
MTGEN0000535	GENARAL - PVC ELBOW   40 MM	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000536	"GENARAL - PVC ELBOW   63 MM 2 1/2"""	NOS	8	1	1	1	5	10	11	-1	7	30
MTGEN0000538	GENARAL - PVC EQUL T  63 MM //2 ''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000539	GENARAL - PVC EQUL TEE  25 MM  / 3/4 ''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000540	"GENARAL - PVC FORCET SCOKET  32 MM 1"""	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000541	GENARAL - PVC FORCET SCOKET  40 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000542	"GENARAL - PVC FORCET SCOKET  50 MM 1 1/2"""	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000543	GENARAL - PVC FORSET SOCKET   20 MM 1/2 ''	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000544	GENARAL - PVC FORSET SOCKET  40 mm  1 1/4''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000548	GENARAL - PVC PIPE  1''	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000550	GENARAL - PVC PLAIN SOCKET   1 ''	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000551	"GENARAL - PVC PLAIN SOCKET   20 MM 1/2"""	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000552	GENARAL - PVC PLAIN SOCKET   25MM X 25MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000553	GENARAL - PVC PLAIN SOCKET   63 MM X 63 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000555	GENARAL - PVC PLANE SHOCKET  40 mm  1 1/2''	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000556	GENARAL - PVC PLANE SOCKET  1 1/2 '' 50MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000557	GENARAL - PVC REDUCER   32 MM 25 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000558	GENARAL - PVC REDUCER   32 MM X 20 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000559	GENARAL - PVC REDUCER   50 MM X 20 MM	NOS	8	1	1	1	8	5	9	-4	7	30
MTGEN0000560	GENARAL - PVC REDUCER  50MM X 32 MM	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000561	GENARAL - PVC REDUCER  50MM X 40 MM	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000562	GENARAL - PVC REDUCING  T   40 MM X 20 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000563	GENARAL - PVC REDUCING  T   63 MM X 20 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000565	GENARAL - PVC REDUSING SCOKET   1 ''X 3/4 ''	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000567	GENARAL - PVC REDUSING SOCKET   40 MM X 25 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000570	GENARAL - PVC SOLVAN CEMENT   250	NOS	8	1	1	1	2	4	3	1	7	30
MTGEN0000571	GENARAL - PVC T SOCKET   20 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000572	GENARAL - PVC T SOCKET   32 MM	NOS	8	1	1	1	10	20	11	9	7	30
MTGEN0000573	GENARAL - PVC T SOCKET   32 MM X 20 MM	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0000574	GENARAL - PVC T SOCKET   40 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000575	GENARAL - PVC T SOCKET   40 MM X 20 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000576	GENARAL - PVC T SOCKET   50 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000577	GENARAL - PVC T SOCKET   50 MM X 20 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000578	GENARAL - PVC T SOCKET   63 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000579	GENARAL - PVC T SOCKET   63 MM X 32 MM	NOS	8	1	1	1	5	10	6	4	7	30
MTGEN0000580	GENARAL - PVC THREAD SEAL   1 ''	NOS	8	1	1	1	25	50	26	24	7	30
MTGEN0000581	GENARAL - PVC THREAD SEAL   1/2 ''	NOS	8	1	1	1	25	50	26	24	7	30
MTGEN0000582	GENARAL - PVC TRUNKING   50 MM X 50 MM- L 4 M	MEATER	8	1	1	1	2	4	3	1	7	30
MTGEN0000583	GENARAL - PVC TRUNKING  2 '' X 3 '' L ENGTH 3 M	MEATER	8	1	1	1	2	4	3	1	7	30
MTGEN0000584	GENARAL - PVC VALVE SHOCKET  1 1/2''50 MM	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000585	GENARAL - PVC VALVE SHOCKET  40 mm  1 1/4''	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000586	GENARAL - PVC VALVE SOCKET   20 MM 1/2 ''	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000587	"GENARAL - PVC VALVE SOCKET   25 MM 3/4"""	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000588	GENARAL - PVC VALVE SOCKET   32 MM 1''	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000589	GENARAL - PVC VALVE SOCKET   63 MM  2''	NOS	8	1	1	1	5	10	5	5	7	30
MTGEN0000590	GENARAL - PVC WATER PIPE   20 MM 1/2 ''	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000591	GENARAL - PVC WATER PIPE   25 MM 3/4''	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0000592	GENARAL - PVC WATER TAP   1/2 ''	NOS	8	1	1	1	8	15	9	6	7	30
MTGEN0001955	GENARAL - PVC  CONDUT BEND   25 MM	NOS	8	1	1	1	10	20	10	10	7	30
MTGEN0001956	GENARAL - PVC REDUSING SOCKET   63 MM X 25 MM	NOS	8	1	1	1	5	10	5	5	7	30
MTGEN0000520	GENARAL - PVC BEND 4'' TYPE 400	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000531	GENARAL - PVC DOWN PIPE SOCKET	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000537	"GENARAL - PVC ELBOW  DOWNPINE  90 MM 3"""	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000545	GENARAL - PVC GUTTER BRACKET	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000546	GENARAL - PVC GUTTER ENCAP	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000547	GENARAL - PVC GUTTER SOCKET	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000549	GENARAL - PVC PIPE 4''  TYPE 400	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000554	GENARAL - PVC PLAIN SOCKET   75 MM X 75 MM	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000564	GENARAL - PVC REDUCING SOCKET   50 MM	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000566	GENARAL - PVC REDUSING SOCKET   25 MM X 20 MM	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000568	GENARAL - PVC GUTTER RUNING HEAD	NOS	8	1	1	1	0	0	0	0	7	30
MTGEN0000569	GENARAL - PVC SOLVAN CEMENT   1000	ML	8	1	1	1	0	0	0	0	7	30
MTGEN0000593	GENARAL - PVC WATER TAP  (SINC)	NOS	8	1	1	1	0	0	0	0	7	30
